source,target_preferred,status,category,source_id,confidence,source_document,term_type,alternate_targets
visually inspect,осмотреть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
warm up the engine,прогреть двигатель,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
wash,промыть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
weld,сварить,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
wipe,протереть,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
wipe clean,протереть начисто,candidate,service_action,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
withdraw,извлечь,candidate,service_action,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
cover the exposed components,закрыть открытые компоненты,candidate,service_instruction,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
discard after removal,утилизировать после снятия,candidate,service_instruction,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
do not bend,не сгибать,candidate,service_instruction,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
do not damage,не допускать повреждения,candidate,service_instruction,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
do not pull on the wiring,не тянуть за провода,candidate,service_instruction,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
do not reuse,повторно не использовать,candidate,service_instruction,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,не использовать повторно
do not twist,не перекручивать,candidate,service_instruction,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
mark the installed position,пометить установленное положение,candidate,service_instruction,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
note the installation direction,запомнить направление установки,candidate,service_instruction,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
observe the orientation,соблюдать ориентацию при установке,candidate,service_instruction,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
perform in reverse order,выполнить в обратной последовательности,candidate,service_instruction,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
plug the openings,заглушить отверстия,candidate,service_instruction,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
protect from contamination,защитить от загрязнения,candidate,service_instruction,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
replace if necessary,при необходимости заменить,candidate,service_instruction,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
use a new part,использовать новую деталь,candidate,service_instruction,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
concrete scenario,конкретный сценарий,candidate,simulation,ASAM_OPENX,medium,ASAM_OPENX,term,
cut-in manoeuvre,манёвр перестроения перед автомобилем,candidate,simulation,ASAM_OPENX,medium,ASAM_OPENX,term,
cut-out manoeuvre,манёвр освобождения полосы перед автомобилем,candidate,simulation,ASAM_OPENX,medium,ASAM_OPENX,term,
ego vehicle,собственный автомобиль,candidate,simulation,ASAM_OPENX,medium,ASAM_OPENX,term,
functional scenario,функциональный сценарий,candidate,simulation,ASAM_OPENX,high,ASAM_OPENX,term,
ground truth,эталонные данные,candidate,simulation,ASAM_OPENX,medium,ASAM_OPENX,term,
lane boundary,граница полосы движения,candidate,simulation,ASAM_OPENX,high,ASAM_OPENX,term,
logical scenario,логический сценарий,candidate,simulation,ASAM_OPENX,medium,ASAM_OPENX,term,
road marking,дорожная разметка,candidate,simulation,ASAM_OPENX,high,ASAM_OPENX,term,
route,маршрут,candidate,simulation,ASAM_OPENX,high,ASAM_OPENX,term,
scenario,сценарий движения,candidate,simulation,ASAM_OPENX,medium,ASAM_OPENX,term,
scenario-based testing,испытания на основе сценариев,candidate,simulation,ASAM_OPENX,high,ASAM_OPENX,term,
test case,тестовый случай,candidate,simulation,ASAM_OPENX,high,ASAM_OPENX,term,
traffic participant,участник дорожного движения,candidate,simulation,ASAM_OPENX,high,ASAM_OPENX,term,
trajectory,траектория движения,candidate,simulation,ASAM_OPENX,high,ASAM_OPENX,term,
over-the-air update,обновление по беспроводному каналу,candidate,software,AUTOSAR_R25_11,medium,AUTOSAR_R25_11,term,
service-oriented architecture,сервис-ориентированная архитектура,candidate,software,AUTOSAR_R25_11,medium,AUTOSAR_R25_11,term,
software identification number,идентификационный номер программного обеспечения,candidate,software,UNECE_ADS,medium,UNECE_ADS,term,
software update management system,система управления обновлениями программного обеспечения,candidate,software,UNECE_ADS,medium,UNECE_ADS,term,
electronic stability control,система электронной стабилизации,candidate,stability,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
traction control system,противобуксовочная система,candidate,stability,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
yaw rate sensor,датчик угловой скорости рыскания,candidate,stability,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
calibrate steering angle sensor,откалибровать датчик угла поворота рулевого колеса,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
center the steering wheel,установить рулевое колесо в среднее положение,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
electric power steering,электроусилитель рулевого управления,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
intermediate steering shaft,промежуточный рулевой вал,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
power steering fluid,рабочая жидкость усилителя рулевого управления,candidate,steering,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
power steering pump,насос гидроусилителя рулевого управления,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
power steering reservoir,бачок рабочей жидкости усилителя рулевого управления,candidate,steering,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
rack housing,картер рулевого механизма,candidate,steering,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
steering angle sensor,датчик угла поворота рулевого колеса,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
steering column,рулевая колонка,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
steering effort,усилие на рулевом колесе,candidate,steering,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
steering gear,рулевой механизм,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
steering motor,электродвигатель усилителя рулевого управления,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
steering rack,рулевая рейка,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,рулевой механизм реечного типа
steering rack boot,защитный чехол рулевой рейки,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
steering shaft,рулевой вал,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
steering torque sensor,датчик крутящего момента рулевого управления,candidate,steering,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
steering wheel,рулевое колесо,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
steering wheel free play,свободный ход рулевого колеса,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
tie rod,рулевая тяга,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
tie rod end,наконечник рулевой тяги,candidate,steering,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
ball joint,шаровая опора,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
bump stop,буфер хода сжатия,candidate,suspension,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
camber angle,угол развала колеса,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
caster angle,угол продольного наклона оси поворота,candidate,suspension,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
check for play,проверить наличие люфта,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
check wheel alignment,проверить углы установки колёс,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
coil spring,винтовая пружина,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
control arm,рычаг подвески,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
control arm bushing,сайлентблок рычага подвески,candidate,suspension,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
dust boot,пылезащитный чехол,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
lower control arm,нижний рычаг подвески,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
rear axle beam,балка задней подвески,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
ride height,высота положения кузова,candidate,suspension,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
shock absorber,амортизатор,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
spring seat,опора пружины,candidate,suspension,EDITORIAL_CORE_2026,medium,EDITORIAL_CORE_2026,term,
stabilizer bar,стабилизатор поперечной устойчивости,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
stabilizer bushing,втулка стабилизатора,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
stabilizer link,стойка стабилизатора,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
steering knuckle,поворотный кулак,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
strut bearing,опорный подшипник амортизаторной стойки,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
strut mount,верхняя опора амортизаторной стойки,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
subframe,подрамник,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
suspension strut,амортизаторная стойка,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
suspension travel,ход подвески,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
toe angle,угол схождения колёс,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
upper control arm,верхний рычаг подвески,candidate,suspension,EDITORIAL_CORE_2026,high,EDITORIAL_CORE_2026,term,
